Entity Type,License Number,Sidewalk Cafe Type,Lic Area Sq Ft,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Camis Phone Number,Location 1
SIDEWALK CAFE,949696,Enclosed,414,"THREE DECKER RESTAURANT,LTD",THREE DECKER RESTAURANT,2 AVENUE,1746 2 AVENUE,,10128,2122899936,"1746 2 AVENUE
NEW YORK, NY 10128
(40.78097403438744, -73.94946728068157)"
SIDEWALK CAFE,950183,Unenclosed,193,"ME'KONG DELTA, INC.",REPUBLIC RESTAURANT,UNION SQUARE WEST,37 UNION SQUARE WEST,,10003,2126277172,"37 UNION SQUARE
NEW YORK, NY 10003
(40.736889268511106, -73.99052133131914)"
SIDEWALK CAFE,950945,Enclosed,870,162-54 CORP,CAROSELLO CAFE,CROSSBAY BOULEVARD,162-54 CROSSBAY BOULEVARD,,11414,7188435055,"162 54 CROSSBAY BOULEVARD
HOWARD BEACH, NY 11414
(40.65817022817356, -73.84496263981396)"
SIDEWALK CAFE,952606,Unenclosed,113,1490 REST. INC.,WATSON'S,SECOND AVENUE,1490 SECOND AVENUE,,10075,2126764817,"1490 SECOND AVENUE
NEW YORK, NY 10075
(40.77239450222788, -73.95572656200551)"
SIDEWALK CAFE,953473,Unenclosed,558,"359 COLUMBUS AVENUE, LLC",ISABELLA'S,COLUMBUS AVENUE,359 COLUMBUS AVENUE,,10024,2127242100,"359 COLUMBUS AVENUE
NEW YORK, NY 10024
(40.78061390725591, -73.97641638674729)"
SIDEWALK CAFE,953744,Unenclosed,180,442 AMSTERDAM RESTAURANT CORP.,GIN MILL,AMSTERDAM AVENUE,442 AMSTERDAM AVENUE,,10024,2125809080,"442 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78462528182638, -73.97724733816665)"
SIDEWALK CAFE,954269,Unenclosed,237,JUDEX ENTERPRISES INC.,PANGEA,2 AVENUE,178 2 AVENUE,,10003,2129950900,"178 2 AVENUE
NEW YORK, NY 10003
(40.730612000746646, -73.98619559235823)"
SIDEWALK CAFE,954466,Unenclosed,175,1291 PUB INC.,,THIRD AVENUE,1291 THIRD AVENUE,,10021,2127440585,"1291 THIRD AVENUE
NEW YORK, NY 10021
(40.77117142426806, -73.95956666707065)"
SIDEWALK CAFE,954963,Unenclosed,83,"BLOCKHEAD'S BURRITOS, INC.",BLOCKHEADS,3 AVENUE,499 3 AVENUE,,10016,2122133332,"499 3 AVENUE
NEW YORK, NY 10016
(40.74549578033151, -73.97829055172065)"
SIDEWALK CAFE,955462,Enclosed,420,MEXICALI ENTERPRISES LTD,RODEO BAR AND GRILL,3 AVENUE,375 3 AVENUE,,10016,2126836500,"375 3 AVENUE
NEW YORK, NY 10016
(40.74145782441997, -73.98123133475644)"
SIDEWALK CAFE,955674,Unenclosed,212,MBRP REST.INC.,THE STUMBLE INN,2 AVENUE,1454 2 AVENUE,,10021,2127379391,"1454 2 AVENUE
NEW YORK, NY 10021
(40.77129732935214, -73.95653595183188)"
SIDEWALK CAFE,955758,Unenclosed,234,"KIMAN COFFEE SHOP,INC.",BIG NICK'S BURGER JOINT & PIZZA JOINT,BROADWAY,2173-75 BROADWAY,,10024,2125131988,"2173 75
NEW YORK, NY 10024
(40.78362556816552, -73.96653900057436)"
SIDEWALK CAFE,955847,Unenclosed,379,"MSD ENTERPRISES,INC",,SECOND AVENUE,118 SECOND AVENUE,,10003,2122530425,"118 SECOND AVENUE
NEW YORK, NY 10003
(40.7280849058443, -73.98803020929796)"
SIDEWALK CAFE,955853,Unenclosed,200,"MIDWEST TOMATO,INC",PUTTANESCA,9 AVENUE,859 9 AVENUE,,10019,2125814177,"859 9 AVENUE
NEW YORK, NY 10019
(40.7670974954753, -73.9863214974423)"
SIDEWALK CAFE,956923,Unenclosed,380,CAFFE SILVESTRI INC.,CAFFE NAPOLI,HESTER STREET,191 HESTER STREET,A/K/A 130 MULBERRY STREET,10013,2122268705,"191 HESTER STREET
NEW YORK, NY 10013
(40.71811142453936, -73.99781483297676)"
SIDEWALK CAFE,957079,Unenclosed,360,TWO BACALHAUS INC,PAO,SPRING STREET,322 SPRING STREET,,10013,2123345464,"322 SPRING STREET
NEW YORK, NY 10013
(40.72594706936591, -74.00911308010356)"
SIDEWALK CAFE,957290,Unenclosed,185,"J & D OPERATORS,LLC",PROHIBITION,COLUMBUS AVENUE,503 COLUMBUS AVENUE,,10024,2125793100,"503 COLUMBUS AVENUE
NEW YORK, NY 10024
(40.785253090251864, -73.97304471737428)"
SIDEWALK CAFE,958014,Unenclosed,203,SETA RESTAURANT CORP.,,NINTH AVENUE,686 NINTH AVENUE,,10036,2122456060,"686 NINTH AVENUE
NEW YORK, NY 10036
(40.7618454548242, -73.99015260928712)"
SIDEWALK CAFE,959237,Unenclosed,289,"MOHECO,INC.",,36 STREET,32-90 36 STREET,,11106,7182045273,"32 90 36 STREET
QUEENS, NY 11106
(40.761699790013324, -73.9316632529567)"
SIDEWALK CAFE,960499,Unenclosed,356,"A.B.C. HOME FURNISHINGS, INC.",THE PIPA,EAST   19 STREET,38 EAST   19 STREET,,10003,2124733000,"38 19 STREET
NEW YORK, NY 10003
(40.73829314748262, -73.98956493815646)"
SIDEWALK CAFE,960517,Unenclosed,61,NERA CORP.,,AVENUE A,145 AVENUE A,,10009,2126737231,"145 AVENUE
NEW YORK, NY 10009
(40.72664935898081, -73.97911148500697)"
SIDEWALK CAFE,964932,Unenclosed,134,ANGELO OF MULBERRY STREET INC.,,MULBERRY STREET,146 MULBERRY STREET,,10013,2129661277,"146 MULBERRY STREET
NY, NY 10013
(40.718975190242624, -73.99743669956042)"
SIDEWALK CAFE,966602,Enclosed,227,"BELLA CUCINA, INC",,LEXINGTON AVENUE,1293 LEXINGTON AVENUE,,10128,2122899004,"1293 LEXINGTON AVENUE
NEW YORK, NY 10128
(40.78038900429782, -73.9548611399978)"
SIDEWALK CAFE,968091,Unenclosed,108,"ERJO COMPANY, LLC",MOTTSU,MOTT STREET,285 MOTT STREET,,10012,2123438017,"285 MOTT STREET
NEW YORK, NY 10012
(40.72424480077916, -73.99437942282486)"
SIDEWALK CAFE,970343,Enclosed,,C.S.L.L. REST. CORP,EJ'S LUNCHEONETTE,THIRD AVENUE,1271 THIRD AVENUE,,10021,2124720600,"1271 THIRD AVENUE
NEW YORK, NY 10021
(40.77056887850841, -73.960007334865)"
SIDEWALK CAFE,970546,Enclosed,176,R ANGEL INC,MCDONALD'S,ROOSEVELT AVENUE,57-25 ROOSEVELT AVENUE,,11377,6316984788,"57 25 ROOSEVELT AVENUE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
SIDEWALK CAFE,974443,Enclosed,346,SAC'S PIZZA PLACE INC.,SAC'S PLACE,BROADWAY,25-41 BROADWAY,,11106,7182045002,"25 41
ASTORIA, NY 11106
(40.761699790013324, -73.9316632529567)"
SIDEWALK CAFE,976266,Unenclosed,290,"CAFE FOCACCIA, INC.",,1 AVENUE,1166 1 AVENUE,,10065,2126830371,"1166 1 AVENUE
NEW YORK, NY 10065
(40.762627864989724, -73.95977351113737)"
SIDEWALK CAFE,976336,Enclosed,185,G.K. RESTAURANT & BAGELS CORP.,BAGEL BOB'S ON YORK,YORK AVENUE,1638 YORK AVENUE,,10028,2125353838,"1638 YORK AVENUE
NEW YORK, NY 10028
(40.77605122741927, -73.94698170778466)"
SIDEWALK CAFE,976475,Enclosed,148,VIAND RESTAURANT INC,,EAST   86 STREET,300 EAST   86 STREET,,10028,2128799425,"300 86 STREET
NEW YORK, NY 10028
(40.77782606681636, -73.95167997542659)"
SIDEWALK CAFE,977278,Unenclosed,166,ROMI BAKERY INC.,GIAN & PIERO BAKERY,30 AVENUE,44-17 30 AVENUE,,11103,7182748959,"44 17 30 AVENUE
QUEENS, NY 11103
(40.76286893025696, -73.91327185810974)"
SIDEWALK CAFE,978206,Enclosed,366,SIBECA CORPORATION,POLLOS MARIO,BROADWAY,40-19 BROADWAY,,11103,7189322424,"40 19
ASTORIA, NY 11103
(40.76286893025696, -73.91327185810974)"
SIDEWALK CAFE,978960,Unenclosed,214,ST. JAMES ASSOCIATES LP,SMITH & WOLLENSKY,EAST   49 STREET,201 EAST   49 STREET,,10017,2127531530,"201 49 STREET
NEW YORK, NY 10017
(40.75519480868664, -73.97115452764089)"
SIDEWALK CAFE,978961,Enclosed,334,"ST. JAMES ASSOCIATES, LP",SMITH & WOLLENSKY,EAST   49 STREET,201 EAST   49 STREET,,10017,2127531530,"201 49 STREET
NEW YORK, NY 10017
(40.75519480868664, -73.97115452764089)"
SIDEWALK CAFE,979320,Unenclosed,370,"1337 THIRD AVENUE, LLC",ATLANTIC GRILL,3 AVENUE,1337 3 AVENUE,,10075,2129889200,"1337 3 AVENUE
NEW YORK, NY 10075
(40.77254040486646, -73.95853518892002)"
SIDEWALK CAFE,979463,Unenclosed,169,DE PALINO RESTAURANT CORP.,CITY CRAB & SEAFOOD CO.,PARK AVENUE SOUTH,235 PARK AVENUE SOUTH,,10003,2125293800,"235 PARK AVENUE
NEW YORK, NY 10003
(40.737851543082456, -73.98800322963712)"
SIDEWALK CAFE,979768,Unenclosed,140,MANEKEN CORP.,PETITE ABEILLE,HUDSON STREET,466 HUDSON STREET,,10014,2127271505,"466 HUDSON STREET
MANHATTAN, NY 10014
(40.731763439488326, -74.00655870149312)"
SIDEWALK CAFE,980100,Unenclosed,382,RADIANTE LLC,CITY HALL RESTAURANT,DUANE STREET,131 DUANE STREET,,10013,2124069038,"131 DUANE STREET
MANHATTAN, NY 10013
(40.716165623414625, -74.00738413249948)"
SIDEWALK CAFE,980182,Unenclosed,148,SUNFLOWER RESTAURANT ASSOC. INC,FLOR DE SOL,GREENWICH STREET,361 GREENWICH STREET,,10013,2123661640,"361 GREENWICH STREET
NEW YORK, NY 10013
(40.71902579095857, -74.01029049794519)"
SIDEWALK CAFE,981250,Unenclosed,139,BSWR CORP.,,AMSTERDAM AVENUE,423 AMSTERDAM AVENUE,,10024,2124966280,"423 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.783968776744985, -73.97772397884222)"
SIDEWALK CAFE,982077,Unenclosed,168,MARE MARE INC.,BISTRO CASSIS,COLUMBUS AVENUE,225 COLUMBUS AVENUE,,10023,6313671156,"225 COLUMBUS AVENUE
NEW YORK, NY 10023
(40.77634252593651, -73.97956758900227)"
SIDEWALK CAFE,984023,Enclosed,180,"PLAZA MEXICO, INC.",MAMA MEXICO,BROADWAY,2672 BROADWAY,,10025,2128642323,"2672 BROADWAY
NEW YORK, NY 10025
(40.7982007345526, -73.96903439647322)"
SIDEWALK CAFE,984345,Enclosed,328,"HELEDONA, INC",,WEST   60 STREET,200 WEST   60 STREET,,10023,2125015259,"200 60 STREET
NEW YORK, NY 10023
(40.77106739750029, -73.9871826807627)"
SIDEWALK CAFE,984692,Unenclosed,306,"PYRAMID RESTAURANT GROUP, INC",JOSIE'S,3 AVENUE,565 3 AVENUE,,10016,2124901558,"565 3 AVENUE
NEW YORK, NY 10016
(40.74779827229383, -73.97659963701241)"
SIDEWALK CAFE,987074,Unenclosed,202,A & Z RESTAURANT CORP.,WINEBAR,2 AVENUE,65 2 AVENUE,NORTH STORE,10003,2127771608,"65 2 AVENUE
NEW YORK, NY 10003
(40.72609243259407, -73.9895358571618)"
SIDEWALK CAFE,987452,Enclosed,167,UKATOSH CORP,,31 STREET,36-02 31 STREET,"A/K/A 31-02, 36 STREET",11106,7184332191,"36 02 31 STREET
ASTORIA, NY 11106
(40.761699790013324, -73.9316632529567)"
SIDEWALK CAFE,990613,Unenclosed,172,NEW STORE RESTAURANT CORP,,AMSTERDAM AVENUE,447 AMSTERDAM AVENUE,,10024,2128733444,"447 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78466933493627, -73.97717203084368)"
SIDEWALK CAFE,997686,Unenclosed,95,TRE-GIOVANI INC,,LA GUARDIA PLACE,548 LA GUARDIA PLACE,,10012,2124757420,"548 LA GUARDIA PLACE
NEW YORK, NY 10012
(40.72886718978907, -73.99830931626734)"
SIDEWALK CAFE,999317,Enclosed,188,PEEGEES ASSOCIATES LLC,TOTONNO'S PIZZERIA NAPOLITANO,2 AVENUE,1544 2 AVENUE,,10028,2123272800,"1544 2 AVENUE
NY, NY 10028
(40.77430106493, -73.95434160608039)"
SIDEWALK CAFE,999448,Unenclosed,306,"DELUXE ON BROADWAY, INC.",,BROADWAY,2896 BROADWAY,,10025,9172082174,"2896 BROADWAY
NEW YORK, NY 10025
(40.80594046623936, -73.96524300788494)"
SIDEWALK CAFE,1000225,Unenclosed,470,"119 7TH AVEUNE CAFETERIA, LLC",CAFETERIA,7 AVENUE,119 7 AVENUE,,10011,2124141717,"119 7 AVENUE
NEW YORK, NY 10011
(40.740747360016826, -73.99808462958555)"
SIDEWALK CAFE,1000314,Unenclosed,480,"BROADWAY DESSERTS, LTD",,BROADWAY,2340 BROADWAY,,10024,2125131988,"2340 BROADWAY
NEW YORK, NY 10024
(40.78761556656549, -73.9769211176041)"
SIDEWALK CAFE,1000917,Unenclosed,109,BUCKWHEAT AND ALFALFA INC,THE ROCKING HORSE MEXICAN CAFE,EIGHTH AVENUE,182 EIGHTH AVENUE,,10011,2124639511,"182 EIGHTH AVENUE
NEW YORK, NY 10011
(40.74295780096177, -74.00014141406558)"
SIDEWALK CAFE,1001063,Unenclosed,741,112 FRENCH INC,LE MONDE,BROADWAY,2883 BROADWAY,,10025,2125313939,"2883 BROADWAY
NEW YORK, NY 10025
(40.80559535688176, -73.96583186179622)"
SIDEWALK CAFE,1001562,Enclosed,236,KARAVAS FOOD LTD,KARAVAS PLACE TAVERN,WEST    4 STREET,162 WEST    4 STREET,,10014,2122438007,"162 4 STREET
NY, NY 10014
(40.73183710942586, -74.00122571450645)"
SIDEWALK CAFE,1001940,Unenclosed,142,"BREAD OF LIFE, LLC",,2 AVENUE,1712 2 AVENUE,,10128,2127224242,"1712 2 AVENUE
NEW YORK, NY 10128
(40.779670017444914, -73.95042056203266)"
SIDEWALK CAFE,1002419,Unenclosed,84,1483 FIRST AVENUE RESTAURANT INC.,,FIRST AVENUE,1483 FIRST AVENUE,,10075,2129888877,"1483 FIRST AVENUE
NEW YORK, NY 10075
(40.77125236325071, -73.95347825693227)"
SIDEWALK CAFE,1002936,Unenclosed,92,SAWOY INC,REGIONAL THAI SAWOY,FIRST AVENUE,1479 FIRST AVENUE,,10075,2125851942,"1479 FIRST AVENUE
NEW YORK, NY 10075
(40.77114444460716, -73.9535502026946)"
SIDEWALK CAFE,1003195,Unenclosed,119,RIOMAR CORP,KANA,SPRING STREET,324 SPRING STREET,,10013,2123438180,"324 SPRING STREET
SOHO, NY 10013
(40.72600747195662, -74.00940709393444)"
SIDEWALK CAFE,1003313,Unenclosed,169,J.P.G. LLC,PHILIP MARIE,HUDSON STREET,569 HUDSON STREET,,10014,2128673820,"569 HUDSON STREET
NEW YORK, NY 10014
(40.73589102105859, -74.00594470412165)"
SIDEWALK CAFE,1004472,Unenclosed,199,TAKATSUKI CORPORATION,,2 AVENUE,188-190 2 AVENUE,,10003,2122606303,"188 190 2 AVENUE
NEW YORK, NY 10003
(40.73194394755518, -73.98887214913032)"
SIDEWALK CAFE,1006183,Unenclosed,297,520 COLUMBUS AVE LTD,NONNA RESTAURANT,COLUMBUS AVENUE,520 COLUMBUS AVENUE,,10024,2125793194,"520 COLUMBUS AVENUE
NEW YORK, NY 10024
(40.78583725327968, -73.97268629620226)"
SIDEWALK CAFE,1007220,Enclosed,272,"OLIVER KING ENTERPRISES, INC.",EMPIRE SZECHWAN VILLAGE,7 AVENUE SOUTH,173 7 AVENUE SOUTH,,10014,2122436046,"173 7 AVENUE
NEW YORK, NY 10014
(40.73607987868479, -74.0013851414331)"
SIDEWALK CAFE,1008741,Unenclosed,402,ROCCO'S ITALIAN CAFETERIA,ROCCO'S ITALIAN CAFETERIA,FORT HAMILTON PARKWAY,6408 FORT HAMILTON PARKWAY,,11219,7188332109,"6408 FORT HAMILTON PARKWAY
BROOKLYN, NY 11219
(40.631165321900916, -74.0086187468614)"
SIDEWALK CAFE,1008999,Unenclosed,155,"CLUB AMERICA, INC.",ASSAGGIO,COLUMBUS AVENUE,473 COLUMBUS AVENUE,,10024,2124009401,"473 COLUMBUS AVENUE
NEW YORK, NY 10024
(40.78436447843791, -73.97372199581184)"
SIDEWALK CAFE,1010561,Unenclosed,100,17 MILE CORPORATION,BLUE MOON MEXICAN CAFE,1 AVENUE,1444 1 AVENUE,,10021,2122889811,"1444 1 AVENUE
NEW YORK, NY 10021
(40.769876400545854, -73.9544854976051)"
SIDEWALK CAFE,1010686,Unenclosed,129,LA RIPAILLE CORP,LA RIPAILLE RESTAURANT,HUDSON STREET,605 HUDSON STREET,,10014,2122554406,"605 HUDSON STREET
NEW YORK, NY 10014
(40.73732047478242, -74.00577364392853)"
SIDEWALK CAFE,1011960,Unenclosed,103,"PEE WEE & TYSON, LTD",CAFE GITANE,MOTT STREET,242 MOTT STREET,,10003,2129650918,"242 MOTT STREET
NEW YORK, NY 10003
(40.72309852241254, -73.99483354655025)"
SIDEWALK CAFE,1013198,Unenclosed,164,"GRACE'S MARKETPLACE, INC",GRACE'S TRATTORIA CAFE & GRILL,EAST   71 STREET,201 EAST   71 STREET,,10021,2128760200,"201 71 STREET
NEW YORK, NY 10021
(40.769067963228416, -73.96107476739137)"
SIDEWALK CAFE,1013335,Unenclosed,166,"L. SZECHUAN EAST, LTD",PIG HEAVEN RESTAURANT,2 AVENUE,1540 2 AVENUE,,10028,2127444333,"1540 2 AVENUE
NEW YORK, NY 10028
(40.77418415306619, -73.95442254506304)"
SIDEWALK CAFE,1015214,Unenclosed,127,GYRO KING FOODS CORP.,,EAST FORDHAM ROAD,50 EAST FORDHAM ROAD,A/K/A 2450 WALTON AVENUE,10468,7184898050,"50 FORDHAM ROAD
BRONX, NY 10468
(40.862441933494246, -73.90027711925939)"
SIDEWALK CAFE,1016775,Unenclosed,147,"BEK ENTERPRISES, INC",SAVANN RESTAURANT,AMSTERDAM AVENUE,414 AMSTERDAM AVENUE,,10024,2125800202,"414 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78365401403471, -73.97795780256985)"
SIDEWALK CAFE,1020216,Unenclosed,179,HAVELI RESTAURANT INC.,,2 AVENUE,100 2 AVENUE,,10003,2129820533,"100 2 AVENUE
NEW YORK, NY 10003
(40.72723954313676, -73.98864174827793)"
SIDEWALK CAFE,1021206,Enclosed,510,2180 BROADWAY REST. INC,MANHATTAN DINER,BROADWAY,2180 BROADWAY,,10024,2128777252,"2180 BROADWAY
NEW YORK, NY 10024
(40.7825208682778, -73.9806557686577)"
SIDEWALK CAFE,1022739,Enclosed,371,"TERMINUS RESTAURANT ASSOCIATES, LLC",ORSAY RESTAURANT,LEXINGTON AVENUE,1057 LEXINGTON AVENUE,,10021,2125174296,"1057 LEXINGTON AVENUE
NEW YORK, NY 10021
(40.77248443443085, -73.96069981282756)"
SIDEWALK CAFE,1023023,Unenclosed,175,EGG WHITE INC,BLOCKHEADS,SECOND AVENUE,1563 SECOND AVENUE,,10028,2123560006,"1563 SECOND AVENUE
NEW YORK, NY 10028
(40.774736252016936, -73.95406356529153)"
SIDEWALK CAFE,1023699,Unenclosed,99,P.E.C GROUP LTD.,PEPOLINO,WEST BROADWAY,281 WEST BROADWAY,,10013,2129669983,"281 BROADWAY
NEW YORK, NY 10013
(40.72067583209848, -74.00511238444041)"
SIDEWALK CAFE,1024654,Unenclosed,228,"JAYA MALAYSIAN RESTAURANT, INC",JAYA MALAYSIAN RESTAURANT,BAXTER STREET,90 BAXTER STREET,,10013,2122193331,"90 BAXTER STREET
NEW YORK, NY 10013
(40.716446620467494, -74.00002042693194)"
SIDEWALK CAFE,1025180,Unenclosed,908,"GRILLO, LTD",HENRY'S,BROADWAY,2745 BROADWAY,,10025,2128660600,"2745 BROADWAY
NEW YORK, NY 10025
(40.80089401733642, -73.96804727380692)"
SIDEWALK CAFE,1025224,Unenclosed,585,"SURTIC, INC",CITRUS,AMSTERDAM AVENUE,320 AMSTERDAM AVENUE,,10023,2125950500,"320 AMSTERDAM AVENUE
NEW YORK, NY 10023
(40.7807581971004, -73.98007120933869)"
SIDEWALK CAFE,1025932,Unenclosed,187,"KITCHEN TABLE, INC",FRANK RESTAURANT,2 AVENUE,88 2 AVENUE,,10003,2124200202,"88 2 AVENUE
NEW YORK, NY 10003
(40.72692478042649, -73.9888755720055)"
SIDEWALK CAFE,1026510,Enclosed,301,STROKOS GOURMET DELI INC,,AMSTERDAM AVENUE,1090 AMSTERDAM AVENUE,,10025,2126662121,"1090 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.80524788244413, -73.96224091603351)"
SIDEWALK CAFE,1026947,Enclosed,294,COSITAS RICAS CORP.,,ROOSEVELT AVENUE,79-19 ROOSEVELT AVENUE,,11372,7184788136,"79 19 ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.75163073936716, -73.88361254528269)"
SIDEWALK CAFE,1027124,Unenclosed,249,HARU THIRD AVENUE CORP.,,3 AVENUE,1329 3 AVENUE,,10075,2124522230,"1329 3 AVENUE
NEW YORK, NY 10075
(40.77234597145114, -73.95867608269926)"
SIDEWALK CAFE,1027125,Unenclosed,291,HARU AMSTERDAM AVENUE CORP.,HARU,AMSTERDAM AVENUE,433 AMSTERDAM AVENUE,,10024,2125795655,"433 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78423607851503, -73.97748824930082)"
SIDEWALK CAFE,1027305,Unenclosed,626,"COSI, INC.",,BROADWAY,841 BROADWAY,,10003,2126148544,"841 BROADWAY
NEW YORK, NY 10003
(40.73396689745794, -73.99097622768353)"
SIDEWALK CAFE,1027923,Unenclosed,337,"MARLOW, INC.",,BROADWAY,85 BROADWAY,,11211,7184863077,"85 BROADWAY
BROOKLYN, NY 11211
(40.710525294276685, -73.96559728720135)"
SIDEWALK CAFE,1027927,Unenclosed,175,GOOD ENOUGH TO EAT UPTOWN LTD,,AMSTERDAM AVENUE,483 AMSTERDAM AVENUE,,10024,2124960163,"483 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78588433266742, -73.9763390229171)"
SIDEWALK CAFE,1028336,Unenclosed,365,"V & T RESTAURANT, INC",,AMSTERDAM AVENUE,1024 AMSTERDAM AVENUE,,10025,2126631708,"1024 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.80316537740104, -73.96376175670196)"
SIDEWALK CAFE,1028755,Enclosed,645,1236 SECOND AVENUE REST. CORP.,SILVER STAR RESTAURANT,2 AVENUE,1236 2 AVENUE,,10065,2122494250,"1236 2 AVENUE
NEW YORK, NY 10065
(40.76419534144042, -73.96169062415004)"
SIDEWALK CAFE,1028853,Unenclosed,159,"63RD STREET BAGEL CAFE, INC.",,2 AVENUE,1201 2 AVENUE,,10065,2127532614,"1201 2 AVENUE
NEW YORK, NY 10065
(40.76338329549429, -73.96230959925998)"
SIDEWALK CAFE,1029004,Unenclosed,214,JADA RESTAURANT INC.,PETITE ABEILLE,WEST BROADWAY,134 WEST BROADWAY,,10013,2127271505,"134 BROADWAY
NEW YORK, NY 10013
(40.71681640081715, -74.00819300919488)"
SIDEWALK CAFE,1030835,Unenclosed,130,GREENWICH VILLAGE BISTRO LTD,GREENWICH VILLAGE BISTRO,CARMINE STREET,13 CARMINE STREET,,10014,2122069777,"13 CARMINE STREET
NEW YORK, NY 10014
(40.73037817701902, -74.00229345668265)"
SIDEWALK CAFE,1030967,Unenclosed,137,BRASSERIE JULIEN CORP,,3 AVENUE,1422 3 AVENUE,,10028,2127446327,"1422 3 AVENUE
NEW YORK, NY 10028
(40.77538924458548, -73.95647299928982)"
SIDEWALK CAFE,1034243,Unenclosed,95,STS RESTAURANT CORP.,,3 AVENUE,505 3 AVENUE,,10016,2126899022,"505 3 AVENUE
NEW YORK, NY 10016
(40.74569800065901, -73.97811003151637)"
SIDEWALK CAFE,1034252,Unenclosed,225,31 GREAT JONES RESTAURANT CORP.,FIVE POINTS,GREAT JONES STREET,31 GREAT JONES STREET,,10012,2122535700,"31 GREAT JONES STREET
NEW YORK, NY 10012
(40.72702370584972, -73.9931113787635)"
SIDEWALK CAFE,1034831,Unenclosed,501,177 CHRYSTIE INC,ESPERANTO,AVENUE C,145 AVENUE C,,10009,2125056559,"145 AVENUE
NEW YORK, NY 10009
(40.72664935898081, -73.97911148500697)"
SIDEWALK CAFE,1035310,Unenclosed,185,TWELFTH STREET CORP,VILLAGE DEN RESTAURANT,WEST   12 STREET,225 WEST   12 STREET,,10011,2126910303,"225 12 STREET
NEW YORK, NY 10011
(40.73759677059111, -74.00148938213121)"
SIDEWALK CAFE,1035650,Unenclosed,440,BROADWAY & 166TH LLC,,BROADWAY,3956 BROADWAY,,10032,2125683700,"3956 BROADWAY
NEW YORK, NY 10032
(40.83967563964195, -73.94061695990078)"
SIDEWALK CAFE,1035729,Unenclosed,153,"MESTRE, INC",LE ZIE 2000,SEVENTH AVENUE,172 SEVENTH AVENUE,,10011,2122068686,"172 SEVENTH AVENUE
NEW YORK, NY 10011
(40.74237513288989, -73.99690651772715)"
SIDEWALK CAFE,1035738,Unenclosed,168,MILL KOREAN RESTAURANT INC.,,BROADWAY,2895 BROADWAY,,10025,2126667653,"2895 BROADWAY
NEW YORK, NY 10025
(40.80598422371241, -73.96554443848663)"
SIDEWALK CAFE,1036208,Unenclosed,212,283 SMITH STREET FOOD CORP,ZAYTOONS,SMITH STREET,283 SMITH STREET,,11231,7188751880,"283 SMITH STREET
BROOKLYN, NY 11231
(40.68227048189552, -73.99342596010705)"
SIDEWALK CAFE,1039389,Unenclosed,149,"SPOONBREAD, INC",MISS MAMIES,WEST  110 STREET,364 WEST  110 STREET,,10025,2128650700,"364 110 STREET
NEW YORK, NY 10025
(40.801266799237524, -73.96015516341164)"
SIDEWALK CAFE,1039396,Unenclosed,211,"AMSTERDAM AVENUE BROTHER JIMMY'S, LLC",BROTHER JIMMY'S WEST,AMSTERDAM AVENUE,428 AMSTERDAM AVENUE,,10024,2122443503,"428 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78417562081171, -73.97757109409724)"
SIDEWALK CAFE,1057301,Unenclosed,154,NINO'S TRIBECA RESTAURANT LTD,OSSO BUCO,3 AVENUE,1662 3 AVENUE,,10128,2124265422,"1662 3 AVENUE
NEW YORK, NY 10128
(40.783375224205656, -73.95067237220087)"
SIDEWALK CAFE,1063188,Enclosed,420,"PLAZA MEXICO, INC.",MAMA MEXICO,BROADWAY,2672 BROADWAY,,10025,2128642323,"2672 BROADWAY
NEW YORK, NY 10025
(40.7982007345526, -73.96903439647322)"
SIDEWALK CAFE,1063397,Unenclosed,320,CHINA 1221 INC,,2 AVENUE,1221 2 AVENUE,,10065,2127520810,"1221 2 AVENUE
NEW YORK, NY 10065
(40.76373656706866, -73.96210308246661)"
SIDEWALK CAFE,1066226,Enclosed,,L & L FOODS OF FIRST AVE LLC,MCDONALDS,FIRST AVENUE,104 FIRST AVENUE,,10009,2036563661,"104 FIRST AVENUE
NEW YORK, NY 10009
(40.72664599059743, -73.98603371439293)"
SIDEWALK CAFE,1066538,Enclosed,446,ACROPOL REST. CORP.,RITZ DINER,1 AVENUE,1133 1 AVENUE,,10065,2123194993,"1133 1 AVENUE
NEW YORK, NY 10065
(40.76151805346937, -73.9606273913034)"
SIDEWALK CAFE,1067914,Unenclosed,345,"BENNY'S BURRITOS, INC",BENNY'S BURRITOS,GREENWICH AVENUE,111-113 GREENWICH AVENUE,,10014,2122133332,"111 113 GREENWICH AVENUE
NEW YORK, NY 10014
(40.73358645135369, -74.01019960472792)"
